"STATEFP00","COUNTYFP00","TRACT4","TRACT2","MISSING","TRACTCE00","GEOID_1990"
"04","013","0715","08",FALSE,"071508","071508"
"04","013","0715","09",FALSE,"071509","071509"
"04","013","0715","10",FALSE,"071510","071510"
"04","013","0715","11",FALSE,"071511","071511"
"04","013","0715","12",FALSE,"071512","071512"
"04","013","0715","13",FALSE,"071513","071513"
"04","013","0716","00",FALSE,"071600","071600"
"04","013","0717","00",FALSE,"071700","071700"
"04","013","0718","01",FALSE,"071801","071801"
"04","013","0718","02",FALSE,"071802","071802"
"04","013","0719","03",FALSE,"071903","071903"
"04","013","0719","04",FALSE,"071904","071904"
"04","013","0719","06",FALSE,"071906","071906"
"04","013","0719","08",FALSE,"071908","071908"
"04","013","0719","09",FALSE,"071909","071909"
"04","013","0719","10",FALSE,"071910","071910"
"04","013","0719","11",FALSE,"071911","071911"
"04","013","0820","02",FALSE,"082002","082002"
"04","013","0820","07",FALSE,"082007","082007"
"04","013","0820","08",FALSE,"082008","082008"
"04","013","0820","09",FALSE,"082009","082009"
"04","013","0820","10",FALSE,"082010","082010"
"04","013","0820","11",FALSE,"082011","082011"
"04","013","0820","12",FALSE,"082012","082012"
"04","013","0820","13",FALSE,"082013","082013"
"04","013","0820","14",FALSE,"082014","082014"
"04","013","0820","15",FALSE,"082015","082015"
"04","013","0821","00",FALSE,"082100","082100"
"04","013","0822","01",FALSE,"082201","082201"
"04","013","0822","02",FALSE,"082202","082202"
"04","013","0923","04",FALSE,"092304","092304"
"04","013","0923","05",FALSE,"092305","092305"
"04","013","0923","06",FALSE,"092306","092306"
"04","013","0923","07",FALSE,"092307","092307"
"04","013","0923","08",FALSE,"092308","092308"
"04","013","0923","09",FALSE,"092309","092309"
"04","013","0923","10",FALSE,"092310","092310"
"04","013","0924","00",FALSE,"092400","092400"
"04","013","0925","00",FALSE,"092500","092500"
"04","013","0926","00",FALSE,"092600","092600"
"04","013","0927","03",FALSE,"092703","092703"
"04","013","0927","04",FALSE,"092704","092704"
"04","013","0927","05",FALSE,"092705","092705"
"04","013","0927","06",FALSE,"092706","092706"
"04","013","0927","07",FALSE,"092707","092707"
"04","013","0927","08",FALSE,"092708","092708"
"04","013","0927","09",FALSE,"092709","092709"
"04","013","0927","10",FALSE,"092710","092710"
"04","013","0927","11",FALSE,"092711","092711"
"04","013","0927","12",FALSE,"092712","092712"
"04","013","0927","13",FALSE,"092713","092713"
"04","013","0927","14",FALSE,"092714","092714"
"04","013","0928","00",FALSE,"092800","092800"
"04","013","0929","00",FALSE,"092900","092900"
"04","013","0930","00",FALSE,"093000","093000"
"04","013","0931","01",FALSE,"093101","093101"
"04","013","0931","02",FALSE,"093102","093102"
"04","013","0931","04",FALSE,"093104","093104"
"04","013","1032","05",FALSE,"103205","103205"
"04","013","1032","06",FALSE,"103206","103206"
"04","013","1032","07",FALSE,"103207","103207"
"04","013","1032","08",FALSE,"103208","103208"
"04","013","1032","09",FALSE,"103209","103209"
"04","013","1032","10",FALSE,"103210","103210"
"04","013","1032","11",FALSE,"103211","103211"
"04","013","1032","12",FALSE,"103212","103212"
"04","013","1032","14",FALSE,"103214","103214"
"04","013","1032","15",FALSE,"103215","103215"
"04","013","1032","16",FALSE,"103216","103216"
"04","013","1032","17",FALSE,"103217","103217"
"04","013","1032","18",FALSE,"103218","103218"
"04","013","1033","02",FALSE,"103302","103302"
"04","013","1033","03",FALSE,"103303","103303"
"04","013","1033","04",FALSE,"103304","103304"
"04","013","1033","05",FALSE,"103305","103305"
"04","013","1033","06",FALSE,"103306","103306"
"04","013","1034","00",FALSE,"103400","103400"
"04","013","1035","01",FALSE,"103501","103501"
"04","013","1035","02",FALSE,"103502","103502"
"04","013","1036","04",FALSE,"103604","103604"
"04","013","1036","05",FALSE,"103605","103605"
"04","013","1036","06",FALSE,"103606","103606"
"04","013","1036","07",FALSE,"103607","103607"
"04","013","1036","08",FALSE,"103608","103608"
"04","013","1036","09",FALSE,"103609","103609"
"04","013","1036","11",FALSE,"103611","103611"
"04","013","1036","12",FALSE,"103612","103612"
"04","013","1036","14",FALSE,"103614","103614"
"04","013","1036","15",FALSE,"103615","103615"
"04","013","1037","00",FALSE,"103700","103700"
"04","013","1039","00",FALSE,"103900","103900"
"04","013","1040","00",FALSE,"104000","104000"
"04","013","1041","00",FALSE,"104100","104100"
"04","013","1042","02",FALSE,"104202","104202"
"04","013","1042","03",FALSE,"104203","104203"
"04","013","1042","04",FALSE,"104204","104204"
"04","013","1042","05",FALSE,"104205","104205"
"04","013","1042","06",FALSE,"104206","104206"
"04","013","1042","07",FALSE,"104207","104207"
"04","013","1042","12",FALSE,"104212","104212"
"04","013","1042","14",FALSE,"104214","104214"
"04","013","1042","15",FALSE,"104215","104215"
"04","013","1042","16",FALSE,"104216","104216"
"04","013","1042","17",FALSE,"104217","104217"
"04","013","1042","18",FALSE,"104218","104218"
"04","013","1042","19",FALSE,"104219","104219"
"04","013","1042","21",FALSE,"104221","104221"
"04","013","1042","22",FALSE,"104222","104222"
"04","013","1042","23",FALSE,"104223","104223"
"04","013","1042","24",FALSE,"104224","104224"
"04","013","1042","25",FALSE,"104225","104225"
"04","013","1042","26",FALSE,"104226","104226"
"04","013","1042","27",FALSE,"104227","104227"
"04","013","1043","00",FALSE,"104300","104300"
"04","013","1044","00",FALSE,"104400","104400"
"04","013","1045","01",FALSE,"104501","104501"
"04","013","1045","02",FALSE,"104502","104502"
"04","013","1046","00",FALSE,"104600","104600"
"04","013","1047","00",FALSE,"104700","104700"
"04","013","1048","01",FALSE,"104801","104801"
"04","013","1048","02",FALSE,"104802","104802"
"04","013","1049","00",FALSE,"104900","104900"
"04","013","1050","01",FALSE,"105001","105001"
"04","013","1050","02",FALSE,"105002","105002"
"04","013","1051","01",FALSE,"105101","105101"
"04","013","1051","02",FALSE,"105102","105102"
"04","013","1051","03",FALSE,"105103","105103"
"04","013","1052","00",FALSE,"105200","105200"
"04","013","1053","00",FALSE,"105300","105300"
"04","013","1054","00",FALSE,"105400","105400"
"04","013","1055","00",FALSE,"105500","105500"
"04","013","1056","01",FALSE,"105601","105601"
"04","013","1056","02",FALSE,"105602","105602"
"04","013","1057","01",FALSE,"105701","105701"
"04","013","1057","02",FALSE,"105702","105702"
"04","013","1058","00",FALSE,"105800","105800"
"04","013","1059","00",FALSE,"105900","105900"
"04","013","1060","00",FALSE,"106000","106000"
"04","013","1061","00",FALSE,"106100","106100"
"04","013","1062","00",FALSE,"106200","106200"
"04","013","1063","00",FALSE,"106300","106300"
"04","013","1064","00",FALSE,"106400","106400"
"04","013","1065","00",FALSE,"106500","106500"
"04","013","1066","00",FALSE,"106600","106600"
"04","013","1067","00",FALSE,"106700","106700"
"04","013","1068","00",FALSE,"106800","106800"
"04","013","1069","00",FALSE,"106900","106900"
"04","013","1070","00",FALSE,"107000","107000"
"04","013","1071","01",FALSE,"107101","107101"
"04","013","1071","02",FALSE,"107102","107102"
"04","013","1072","01",FALSE,"107201","107201"
"04","013","1072","02",FALSE,"107202","107202"
"04","013","1073","00",FALSE,"107300","107300"
"04","013","1074","00",FALSE,"107400","107400"
"04","013","1075","00",FALSE,"107500","107500"
"04","013","1076","00",FALSE,"107600","107600"
"04","013","1077","00",FALSE,"107700","107700"
"04","013","1078","00",FALSE,"107800","107800"
"04","013","1079","00",FALSE,"107900","107900"
"04","013","1080","00",FALSE,"108000","108000"
"04","013","1081","00",FALSE,"108100","108100"
"04","013","1082","00",FALSE,"108200","108200"
"04","013","1083","00",FALSE,"108300","108300"
"04","013","1084","00",FALSE,"108400","108400"
"04","013","1085","00",FALSE,"108500","108500"
"04","013","1086","01",FALSE,"108601","108601"
"04","013","1086","02",FALSE,"108602","108602"
"04","013","1087","00",FALSE,"108700","108700"
"04","013","1088","01",FALSE,"108801","108801"
"04","013","1088","02",FALSE,"108802","108802"
"04","013","1089","01",FALSE,"108901","108901"
"04","013","1089","02",FALSE,"108902","108902"
"04","013","1090","00",FALSE,"109000","109000"
"04","013","1091","00",FALSE,"109100","109100"
"04","013","1092","00",FALSE,"109200","109200"
"04","013","1093","00",FALSE,"109300","109300"
"04","013","1094","00",FALSE,"109400","109400"
"04","013","1095","00",FALSE,"109500","109500"
"04","013","1096","01",FALSE,"109601","109601"
"04","013","1096","02",FALSE,"109602","109602"
"04","013","1096","03",FALSE,"109603","109603"
"04","013","1096","04",FALSE,"109604","109604"
"04","013","1097","01",FALSE,"109701","109701"
"04","013","1097","02",FALSE,"109702","109702"
"04","013","1097","03",FALSE,"109703","109703"
"04","013","1097","04",FALSE,"109704","109704"
"04","013","1097","05",FALSE,"109705","109705"
"04","013","1098","01",FALSE,"109801","109801"
"04","013","1098","02",FALSE,"109802","109802"
"04","013","1099","00",FALSE,"109900","109900"
"04","013","1100","01",FALSE,"110001","110001"
"04","013","1100","02",FALSE,"110002","110002"
"04","013","1101","00",FALSE,"110100","110100"
"04","013","1102","00",FALSE,"110200","110200"
"04","013","1103","00",FALSE,"110300","110300"
"04","013","1104","00",FALSE,"110400","110400"
"04","013","1105","00",FALSE,"110500","110500"
"04","013","1106","00",FALSE,"110600","110600"
"04","013","1107","01",FALSE,"110701","110701"
"04","013","1107","02",FALSE,"110702","110702"
"04","013","1108","00",FALSE,"110800","110800"
"04","013","1109","00",FALSE,"110900","110900"
"04","013","1110","00",FALSE,"111000","111000"
"04","013","1111","00",FALSE,"111100","111100"
"04","013","1112","01",FALSE,"111201","111201"
"04","013","1112","02",FALSE,"111202","111202"
"04","013","1112","03",FALSE,"111203","111203"
"04","013","1112","04",FALSE,"111204","111204"
"04","013","1113","00",FALSE,"111300","111300"
"04","013","1114","01",FALSE,"111401","111401"
"04","013","1114","02",FALSE,"111402","111402"
"04","013","1115","01",FALSE,"111501","111501"
"04","013","1115","02",FALSE,"111502","111502"
"04","013","1116","01",FALSE,"111601","111601"
"04","013","1116","02",FALSE,"111602","111602"
"04","013","1117","00",FALSE,"111700","111700"
"04","013","1118","00",FALSE,"111800","111800"
"04","013","1119","00",FALSE,"111900","111900"
"04","013","1120","00",FALSE,"112000","112000"
"04","013","1121","00",FALSE,"112100","112100"
"04","013","1122","01",FALSE,"112201","112201"
"04","013","1122","02",FALSE,"112202","112202"
"04","013","1123","01",FALSE,"112301","112301"
"04","013","1123","02",FALSE,"112302","112302"
"04","013","1124","01",FALSE,"112401","112401"
"04","013","1124","02",FALSE,"112402","112402"
"04","013","1125","02",FALSE,"112502","112502"
"04","013","1125","03",FALSE,"112503","112503"
"04","013","1125","04",FALSE,"112504","112504"
"04","013","1125","05",FALSE,"112505","112505"
"04","013","1125","06",FALSE,"112506","112506"
"04","013","1125","07",FALSE,"112507","112507"
"04","013","1125","08",FALSE,"112508","112508"
"04","013","1126","01",FALSE,"112601","112601"
"04","013","1126","02",FALSE,"112602","112602"
"04","013","1127","00",FALSE,"112700","112700"
"04","013","1128","00",FALSE,"112800","112800"
"04","013","1129","00",FALSE,"112900","112900"
"04","013","1130","00",FALSE,"113000","113000"
"04","013","1131","00",FALSE,"113100","113100"
"04","013","1132","01",FALSE,"113201","113201"
"04","013","1132","02",FALSE,"113202","113202"
"04","013","1132","03",FALSE,"113203","113203"
"04","013","1133","00",FALSE,"113300","113300"
"04","013","1134","00",FALSE,"113400","113400"
"04","013","1135","00",FALSE,"113500","113500"
"04","013","1136","01",FALSE,"113601","113601"
"04","013","1136","02",FALSE,"113602","113602"
"04","013","1137","00",FALSE,"113700","113700"
"04","013","1138","00",FALSE,"113800","113800"
"04","013","1139","00",FALSE,"113900","113900"
"04","013","1140","00",FALSE,"114000","114000"
"04","013","1141","00",FALSE,"114100","114100"
"04","013","1142","00",FALSE,"114200","114200"
"04","013","1143","01",FALSE,"114301","114301"
"04","013","1143","02",FALSE,"114302","114302"
"04","013","1144","01",FALSE,"114401","114401"
"04","013","1144","02",FALSE,"114402","114402"
"04","013","1145","00",FALSE,"114500","114500"
"04","013","1146","00",FALSE,"114600","114600"
"04","013","1147","01",FALSE,"114701","114701"
"04","013","1147","02",FALSE,"114702","114702"
"04","013","1147","03",FALSE,"114703","114703"
"04","013","1148","00",FALSE,"114800","114800"
"04","013","1149","00",FALSE,"114900","114900"
"04","013","1150","00",FALSE,"115000","115000"
"04","013","1151","00",FALSE,"115100","115100"
"04","013","1152","00",FALSE,"115200","115200"
"04","013","1153","00",FALSE,"115300","115300"
"04","013","1154","00",FALSE,"115400","115400"
"04","013","1155","00",FALSE,"115500","115500"
"04","013","1156","00",FALSE,"115600","115600"
"04","013","1157","00",FALSE,"115700","115700"
"04","013","1158","01",FALSE,"115801","115801"
"04","013","1158","02",FALSE,"115802","115802"
"04","013","1159","00",FALSE,"115900","115900"
"04","013","1160","00",FALSE,"116000","116000"
"04","013","1161","00",FALSE,"116100","116100"
"04","013","1162","02",FALSE,"116202","116202"
"04","013","1162","03",FALSE,"116203","116203"
"04","013","1162","04",FALSE,"116204","116204"
"04","013","1162","05",FALSE,"116205","116205"
"04","013","1163","00",FALSE,"116300","116300"
"04","013","1164","00",FALSE,"116400","116400"
"04","013","1165","00",FALSE,"116500","116500"
"04","013","1166","01",FALSE,"116601","116601"
"04","013","1166","02",FALSE,"116602","116602"
"04","013","1167","02",FALSE,"116702","116702"
"04","013","1167","03",FALSE,"116703","116703"
"04","013","1167","04",FALSE,"116704","116704"
"04","013","1167","05",FALSE,"116705","116705"
"04","013","1167","07",FALSE,"116707","116707"
"04","013","1167","08",FALSE,"116708","116708"
"04","013","1167","09",FALSE,"116709","116709"
"04","013","1167","10",FALSE,"116710","116710"
"04","013","1167","11",FALSE,"116711","116711"
"04","013","1167","12",FALSE,"116712","116712"
"04","013","1167","13",FALSE,"116713","116713"
"04","013","1167","14",FALSE,"116714","116714"
"04","013","1167","15",FALSE,"116715","116715"
"04","013","1167","17",FALSE,"116717","116717"
"04","013","1167","18",FALSE,"116718","116718"
"04","013","1167","19",FALSE,"116719","116719"
"04","013","1167","20",FALSE,"116720","116720"
"04","013","1167","21",FALSE,"116721","116721"
"04","013","1167","25",FALSE,"116725","116725"
"04","013","1167","26",FALSE,"116726","116726"
"04","013","1167","27",FALSE,"116727","116727"
"04","013","1167","28",FALSE,"116728","116728"
"04","013","1167","29",FALSE,"116729","116729"
"04","013","2168","02",FALSE,"216802","216802"
"04","013","2168","06",FALSE,"216806","216806"
"04","013","2168","07",FALSE,"216807","216807"
"04","013","2168","09",FALSE,"216809","216809"
"04","013","2168","10",FALSE,"216810","216810"
"04","013","2168","11",FALSE,"216811","216811"
"04","013","2168","12",FALSE,"216812","216812"
"04","013","2168","13",FALSE,"216813","216813"
"04","013","2168","14",FALSE,"216814","216814"
"04","013","2168","15",FALSE,"216815","216815"
"04","013","2168","16",FALSE,"216816","216816"
"04","013","2168","17",FALSE,"216817","216817"
"04","013","2168","18",FALSE,"216818","216818"
"04","013","2168","19",FALSE,"216819","216819"
"04","013","2168","20",FALSE,"216820","216820"
"04","013","2168","21",FALSE,"216821","216821"
"04","013","2168","22",FALSE,"216822","216822"
"04","013","2168","23",FALSE,"216823","216823"
"04","013","2168","24",FALSE,"216824","216824"
"04","013","2168","25",FALSE,"216825","216825"
"04","013","2168","26",FALSE,"216826","216826"
"04","013","2168","27",FALSE,"216827","216827"
"04","013","2168","28",FALSE,"216828","216828"
"04","013","2168","29",FALSE,"216829","216829"
"04","013","2169","01",FALSE,"216901","216901"
"04","013","2169","02",FALSE,"216902","216902"
"04","013","2170","01",FALSE,"217001","217001"
"04","013","2170","02",FALSE,"217002","217002"
"04","013","2171","01",FALSE,"217101","217101"
"04","013","2171","02",FALSE,"217102","217102"
"04","013","2172","01",FALSE,"217201","217201"
"04","013","2172","02",FALSE,"217202","217202"
"04","013","2173","00",FALSE,"217300","217300"
"04","013","2174","00",FALSE,"217400","217400"
"04","013","2175","00",FALSE,"217500","217500"
"04","013","2176","00",FALSE,"217600","217600"
"04","013","2177","00",FALSE,"217700","217700"
"04","013","2178","00",FALSE,"217800","217800"
"04","013","2179","00",FALSE,"217900","217900"
"04","013","2180","00",FALSE,"218000","218000"
"04","013","2181","00",FALSE,"218100","218100"
"04","013","2182","00",FALSE,"218200","218200"
"04","013","2183","00",FALSE,"218300","218300"
"04","013","3184","00",FALSE,"318400","318400"
"04","013","3185","01",FALSE,"318501","318501"
"04","013","3185","02",FALSE,"318502","318502"
"04","013","3186","00",FALSE,"318600","318600"
"04","013","3187","00",FALSE,"318700","318700"
"04","013","3188","00",FALSE,"318800","318800"
"04","013","3189","00",FALSE,"318900","318900"
"04","013","3190","00",FALSE,"319000","319000"
"04","013","3191","01",FALSE,"319101","319101"
"04","013","3191","02",FALSE,"319102","319102"
"04","013","3192","00",FALSE,"319200","319200"
"04","013","3193","00",FALSE,"319300","319300"
"04","013","3194","01",FALSE,"319401","319401"
"04","013","3194","02",FALSE,"319402","319402"
"04","013","3194","03",FALSE,"319403","319403"
"04","013","3194","04",FALSE,"319404","319404"
"04","013","3195","00",FALSE,"319500","319500"
"04","013","3196","00",FALSE,"319600","319600"
"04","013","3197","02",FALSE,"319702","319702"
"04","013","3197","03",FALSE,"319703","319703"
"04","013","3197","04",FALSE,"319704","319704"
"04","013","3198","00",FALSE,"319800","319800"
"04","013","3199","02",FALSE,"319902","319902"
"04","013","3199","03",FALSE,"319903","319903"
"04","013","3199","04",FALSE,"319904","319904"
"04","013","3199","05",FALSE,"319905","319905"
"04","013","3199","06",FALSE,"319906","319906"
"04","013","3199","07",FALSE,"319907","319907"
"04","013","3199","08",FALSE,"319908","319908"
"04","013","3199","09",FALSE,"319909","319909"
"04","013","3199","10",FALSE,"319910","319910"
"04","013","3200","01",FALSE,"320001","320001"
"04","013","3200","02",FALSE,"320002","320002"
"04","013","3200","07",FALSE,"320007","320007"
"04","013","4201","01",FALSE,"420101","420101"
"04","013","4201","02",FALSE,"420102","420102"
"04","013","4201","03",FALSE,"420103","420103"
"04","013","4201","04",FALSE,"420104","420104"
"04","013","4201","05",FALSE,"420105","420105"
"04","013","4201","06",FALSE,"420106","420106"
"04","013","4202","02",FALSE,"420202","420202"
"04","013","4202","03",FALSE,"420203","420203"
"04","013","4202","04",FALSE,"420204","420204"
"04","013","4202","06",FALSE,"420206","420206"
"04","013","4202","07",FALSE,"420207","420207"
"04","013","4202","08",FALSE,"420208","420208"
"04","013","4202","09",FALSE,"420209","420209"
"04","013","4202","10",FALSE,"420210","420210"
"04","013","4202","11",FALSE,"420211","420211"
"04","013","4202","12",FALSE,"420212","420212"
"04","013","4203","01",FALSE,"420301","420301"
"04","013","4203","02",FALSE,"420302","420302"
"04","013","4203","03",FALSE,"420303","420303"
"04","013","4203","04",FALSE,"420304","420304"
"04","013","4204","00",FALSE,"420400","420400"
"04","013","4205","01",FALSE,"420501","420501"
"04","013","4205","02",FALSE,"420502","420502"
"04","013","4206","02",FALSE,"420602","420602"
"04","013","4206","03",FALSE,"420603","420603"
"04","013","4206","04",FALSE,"420604","420604"
"04","013","4207","02",FALSE,"420702","420702"
"04","013","4207","03",FALSE,"420703","420703"
"04","013","4207","04",FALSE,"420704","420704"
"04","013","4207","05",FALSE,"420705","420705"
"04","013","4207","06",FALSE,"420706","420706"
"04","013","4208","00",FALSE,"420800","420800"
"04","013","4209","01",FALSE,"420901","420901"
"04","013","4209","02",FALSE,"420902","420902"
"04","013","4210","00",FALSE,"421000","421000"
"04","013","4211","01",FALSE,"421101","421101"
"04","013","4211","02",FALSE,"421102","421102"
"04","013","4212","01",FALSE,"421201","421201"
"04","013","4212","02",FALSE,"421202","421202"
"04","013","4213","01",FALSE,"421301","421301"
"04","013","4213","02",FALSE,"421302","421302"
"04","013","4214","00",FALSE,"421400","421400"
"04","013","4215","01",FALSE,"421501","421501"
"04","013","4215","02",FALSE,"421502","421502"
"04","013","4216","01",FALSE,"421601","421601"
"04","013","4216","02",FALSE,"421602","421602"
"04","013","4217","00",FALSE,"421700","421700"
"04","013","4218","01",FALSE,"421801","421801"
"04","013","4218","02",FALSE,"421802","421802"
"04","013","4219","01",FALSE,"421901","421901"
"04","013","4219","02",FALSE,"421902","421902"
"04","013","4220","01",FALSE,"422001","422001"
"04","013","4220","02",FALSE,"422002","422002"
"04","013","4221","02",FALSE,"422102","422102"
"04","013","4221","03",FALSE,"422103","422103"
"04","013","4221","04",FALSE,"422104","422104"
"04","013","4221","05",FALSE,"422105","422105"
"04","013","4221","06",FALSE,"422106","422106"
"04","013","4221","07",FALSE,"422107","422107"
"04","013","4222","03",FALSE,"422203","422203"
"04","013","4222","04",FALSE,"422204","422204"
"04","013","4222","05",FALSE,"422205","422205"
"04","013","4222","09",FALSE,"422209","422209"
"04","013","4222","10",FALSE,"422210","422210"
"04","013","4222","11",FALSE,"422211","422211"
"04","013","4222","12",FALSE,"422212","422212"
"04","013","4222","13",FALSE,"422213","422213"
"04","013","4222","14",FALSE,"422214","422214"
"04","013","4222","15",FALSE,"422215","422215"
"04","013","4222","16",FALSE,"422216","422216"
"04","013","4222","17",FALSE,"422217","422217"
"04","013","4222","18",FALSE,"422218","422218"
"04","013","4222","19",FALSE,"422219","422219"
"04","013","4222","20",FALSE,"422220","422220"
"04","013","4223","01",FALSE,"422301","422301"
"04","013","4223","02",FALSE,"422302","422302"
"04","013","4223","04",FALSE,"422304","422304"
"04","013","4223","05",FALSE,"422305","422305"
"04","013","4223","07",FALSE,"422307","422307"
"04","013","4223","08",FALSE,"422308","422308"
"04","013","4223","09",FALSE,"422309","422309"
"04","013","4224","01",FALSE,"422401","422401"
"04","013","4224","02",FALSE,"422402","422402"
"04","013","4224","03",FALSE,"422403","422403"
"04","013","4224","04",FALSE,"422404","422404"
"04","013","4225","01",FALSE,"422501","422501"
"04","013","4225","02",FALSE,"422502","422502"
"04","013","4225","03",FALSE,"422503","422503"
"04","013","4225","04",FALSE,"422504","422504"
"04","013","4225","06",FALSE,"422506","422506"
"04","013","4225","07",FALSE,"422507","422507"
"04","013","4225","08",FALSE,"422508","422508"
"04","013","4225","09",FALSE,"422509","422509"
"04","013","4225","10",FALSE,"422510","422510"
"04","013","4225","11",FALSE,"422511","422511"
"04","013","4225","12",FALSE,"422512","422512"
"04","013","4225","13",FALSE,"422513","422513"
"04","013","4225","14",FALSE,"422514","422514"
"04","013","4226","01",FALSE,"422601","422601"
"04","013","4226","02",FALSE,"422602","422602"
"04","013","4226","03",FALSE,"422603","422603"
"04","013","4226","04",FALSE,"422604","422604"
"04","013","4226","05",FALSE,"422605","422605"
"04","013","4226","06",FALSE,"422606","422606"
"04","013","4226","07",FALSE,"422607","422607"
"04","013","4226","08",FALSE,"422608","422608"
"04","013","4226","09",FALSE,"422609","422609"
"04","013","4226","10",FALSE,"422610","422610"
"04","013","4226","11",FALSE,"422611","422611"
"04","013","4226","12",FALSE,"422612","422612"
"04","013","4226","14",FALSE,"422614","422614"
"04","013","4226","15",FALSE,"422615","422615"
